CollectionYear,Semester,Region,Year Level,Indigenous status,SDA type,Reason description,SDA count
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Exclusion,Physical Misconduct involving Students involving an object,1
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,3
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Property Misconduct involving other's property,1
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,2
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Substance Misconduct involving other legal substances,1
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Absences,2
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,9
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,10
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,2
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,18
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Property Misconduct involving other's property,4
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Property Misconduct involving own property,4
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Refusal to participate in the program of instruction,2
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,7
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,9
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Substance Misconduct involving tobacco,9
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,16
2021,Semester 1,Far North Queensland,Year 11,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,2
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Cancellation,Refusal to participate in the program of instruction,2
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,1
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Substance Misconduct involving other legal substances,1
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,9
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,17
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,1
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Property Misconduct involving own property,5
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,1
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,5
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,6
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,8
2021,Semester 1,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,2
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Cancellation,Refusal to participate in the program of instruction,7
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Exclusion,Physical Misconduct involving Students involving an object,1
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Long Suspension,Property Misconduct involving other's property,1
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,5
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,1
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,8
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Property Misconduct involving other's property,3
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Property Misconduct involving own property,1
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,5
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,6
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Substance Misconduct involving tobacco,4
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,11
2021,Semester 1,Far North Queensland,Year 12,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,2
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Cancellation,Refusal to participate in the program of instruction,6
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,5
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,1
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,6
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,2
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Property Misconduct involving own property,1
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,2
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,16
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,2
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,5
2021,Semester 1,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2021,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,6
2021,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2021,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,3
2021,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,1
2021,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,4
2021,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Property Misconduct involving other's property,3
2021,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2021,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,3
2021,Semester 2,Far North Queensland,Prep Year,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2021,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2021,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,8
2021,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,1
2021,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,4
2021,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,1
2021,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Property Misconduct involving own property,1
2021,Semester 2,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,2
2021,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,5
2021,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2021,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,1
2021,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2021,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,9
2021,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,10
2021,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Property Misconduct involving other's property,3
2021,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2021,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,6
2021,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,5
2021,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,7
2021,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2021,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,14
2021,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,5
2021,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,2
2021,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,2
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,3
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,5
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,7
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,3
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,5
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,26
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Property Misconduct involving other's property,2
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Refusal to participate in the program of instruction,3
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,7
2021,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,4
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,6
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,16
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,2
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,4
2021,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,3
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,5
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,9
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,3
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,4
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,47
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Property Misconduct involving other's property,3
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Property Misconduct involving own property,1
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Refusal to participate in the program of instruction,6
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,14
2021,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,2
2021,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,2
2021,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2021,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,5
2021,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2021,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,3
2021,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2021,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,28
2021,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,4
2021,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,6
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,3
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,1
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,10
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,5
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,8
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,41
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Property Misconduct involving other's property,5
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Refusal to participate in the program of instruction,5
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,21
2021,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,2
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,3
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,10
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,4
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,15
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,3
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,13
2021,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,3
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,2
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,9
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,8
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,6
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,11
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,5
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,15
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,53
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Property Misconduct involving other's property,6
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Refusal to participate in the program of instruction,6
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,1
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,33
2021,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,9
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,8
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,11
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,3
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,26
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,4
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Property Misconduct involving own property,1
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,2
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,12
2021,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,4
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,10
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,9
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,6
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,12
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,5
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,5
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,67
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Property Misconduct involving other's property,11
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Refusal to participate in the program of instruction,7
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,2
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,1
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,42
2021,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,17
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,1
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Long Suspension,Substance Misconduct involving other legal substances,1
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,13
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,9
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,11
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,4
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,45
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,7
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,4
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,1
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,19
2021,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,3
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,2
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Exclusion,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,3
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Substance Misconduct involving other legal substances,1
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Absences,1
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,25
